case1	case2	response
"The people that are in the classes are the most illiterate , incompetent bunch of brain dead zombies you'll ever encounter .####[['people', 'negative']]
"	"Despite the inconvenient weight , I opted for the 12 cell battery .####[['weight', 'positive']]
"	"Domain Relevance: 0
Sentiment Similarity: 0
Syntactic Similarity: 0
Lexical Similarity: 0

Reasons:

Domain Relevance: The first sentence is about people in classes being illiterate and incompetent, while the second sentence is about the weight of a battery. These two topics do not belong to the same domain.

Sentiment Similarity: The first sentence expresses a negative sentiment towards the people in classes, while the second sentence expresses a positive sentiment towards a battery with a convenient weight. The sentiments are opposite.

Syntactic Similarity: The grammatical structures of the two sentences are different. The first sentence has a subject-verb-object structure, while the second sentence has a subject-verb-prepositional phrase structure.

Lexical Similarity: The two sentences use different words and phrases. The first sentence uses words like ""illiterate,"" ""incompetent,"" ""brain dead,"" and ""zombies,"" while the second sentence uses words like ""despite,"" ""inconvenient,"" and ""cell battery."" There is no similarity in the lexical choices."
"The people that are in the classes are the most illiterate , incompetent bunch of brain dead zombies you'll ever encounter .####[['people', 'negative']]
"	"Centrally located this place is ideal for 1 person who is only staying a few days as the place does not have much storage space .####[['storage space', 'negative'], ['place', 'positive']]
"	"Domain Relevance: 0. 
Reason: Although both sentences talk about a place, the first one is about classes and people while the second one is about a place meant for staying. 

Sentiment Similarity: 0. 
Reason: The first sentence expresses a negative sentiment about the people in classes (""illiterate"" and ""incompetent"") while the second sentence has mixed sentiment about a place (""centrally located"" is positive and ""not much storage space"" is negative). 

Syntactic Similarity: 0. 
Reason: The syntactic structures of the two sentences are quite different. The first sentence has a simple structure with a subject and predicate while the second sentence is more complex with multiple phrases. 

Lexical Similarity: 0. 
Reason: The words used in both sentences are significantly different and do not overlap. The first sentence uses words such as ""illiterate,"" ""incompetent,"" and ""zombies"" while the second sentence uses words such as ""centrally located"" and ""storage space."""
"I believe the most interesting part of the whole story though , were the few pages worth devoted to the new character , Rider .####[['few pages', 'positive']]
"	"russell brand prefers gardening over sex after marriage .####['russell brand', 'neutral']
"	"Domain Relevance: 0
The first sentence is related to a story, while the second sentence is about Russell Brand's preferences. These topics do not seem to belong to the same domain.

Sentiment Similarity: 0
The first sentence expresses a positive sentiment towards the few pages devoted to the new character. The second sentence expresses a neutral sentiment towards Russell Brand's preference for gardening. The sentiments are different and not roughly equivalent.

Syntactic Similarity: 0
The syntactic structures of the two sentences are not similar. The first sentence is complex with multiple clauses and phrases. The second sentence is simpler with a subject, verb, and object structure.

Lexical Similarity: 0
The lexical choices in the two sentences are different. The first sentence uses words like ""believe,"" ""interesting,"" ""story,"" ""pages,"" and ""new character."" The second sentence uses words like ""Russell Brand,"" ""gardening,"" and ""sex."" These words do not overlap or have similar constructions."
"I believe the most interesting part of the whole story though , were the few pages worth devoted to the new character , Rider .####[['few pages', 'positive']]
"	"the nomad jukebox zen xtra is a very good mp3 player but the software is it gets hurt .####[['mp3 player', 'positive'], ['software', 'negative']]
"	"Domain Relevance: 0
- Sentence 1 seems to be related to a book or a story, while sentence 2 is related to a MP3 player. Therefore, the two sentences are not likely to belong to the same domain.

Sentiment Similarity: 0
- Sentence 1 appears to have a positive sentiment about a specific part of a story. On the other hand, sentence 2 has a positive sentiment towards MP3 player but a negative sentiment towards software. The two sentences express different sentiments, and their sentiment quantities and combinations are not roughly equivalent.

Syntactic Similarity: 0
- The two sentences have different grammatical structures. Sentence 1 has a complex structure with multiple clauses and phrases, while sentence 2 is a simple sentence with subject-verb-object structure. Therefore, the two sentences are not syntactically similar.

Lexical Similarity: 0
- The two sentences have different vocabulary and use different words and phrases to express their meaning. Therefore, the two sentences are not lexically similar."
"I believe the most interesting part of the whole story though , were the few pages worth devoted to the new character , Rider .####[['few pages', 'positive']]
"	"I do not ususally order shoes but I was very pleased with this purchase and Peltz Shoes .####[['Peltz Shoes', 'positive']]
"	"Domain Relevance: 0 (The first sentence is likely related to a book or literature, while the second sentence is related to shoes and shopping. The domains are different.)

Sentiment Similarity: 0 (The first sentence expresses a positive sentiment towards a specific aspect (few pages), while the second sentence expresses a positive sentiment towards a general purchase from a particular store (Peltz Shoes). The sentiments are different in nature and not equivalent in quantity and combination.)

Syntactic Similarity: 0 (The structures of the two sentences are quite different. The first is a complex sentence with multiple clauses, while the second is a simple sentence with a compound verb.)

Lexical Similarity: 0 (The two sentences use different words and phrases, and have very little lexical overlap, except for some very common words like ""the"" and ""were"".)"
"I believe the most interesting part of the whole story though , were the few pages worth devoted to the new character , Rider .####[['few pages', 'positive']]
"	"hating the fact that i like the new britney spears song####['britney spears', 'neutral']
"	"Domain Relevance: 0
The two sentences do not belong to the same domain. Sentence 1 mentions a story and a character, while sentence 2 mentions a song and an artist.

Sentiment Similarity: 0
The sentiments expressed in the two sentences are different. Sentence 1 expresses a positive sentiment towards a specific aspect (few pages devoted to a new character), while sentence 2 expresses a neutral sentiment towards a specific aspect (liking a new Britney Spears song). The sentiment quantities and combinations are not roughly equivalent.

Syntactic Similarity: 0
The grammatical structures of the two sentences are different. Sentence 1 is a complex sentence with multiple phrases, while sentence 2 is a simple sentence.

Lexical Similarity: 0
The words and phrases used in the two sentences are different. Sentence 1 uses words like ""interesting"", ""story"", ""few pages"", and ""character"", while sentence 2 uses words like ""hating"", ""like"", ""Britney Spears"", and ""song""."
"I believe the most interesting part of the whole story though , were the few pages worth devoted to the new character , Rider .####[['few pages', 'positive']]
"	"finally finished reading the harry potter series , What a ride , Was a wee bit disappointed that Big Bad V was defeated by a technicality , , .####['harry potter', 'neutral']
"	"Domain Relevance: 0
Sentiment Similarity: 0
Syntactic Similarity: 0
Lexical Similarity: 1

Reasoning:

- Domain Relevance: Sentence 1 mentions a story and a character, while Sentence 2 mentions the Harry Potter series. These are not directly related and thus not likely to belong to the same domain. (0)

- Sentiment Similarity: Sentence 1 expresses a positive sentiment regarding the ""few pages,"" while Sentence 2 expresses a neutral sentiment towards the Harry Potter series. The sentiments are different. (0)

- Syntactic Similarity: The grammatical structures of the two sentences are different. Sentence 1 has a complex structure with subordinate clauses, while Sentence 2 has a simpler structure. (0)

- Lexical Similarity: The two sentences do not employ similar words or phrases. However, they both mention characters (Rider and Big Bad V) and aspects related to the story (few pages, defeated by a technicality). This shows some lexical similarity. (1)"
"I believe the most interesting part of the whole story though , were the few pages worth devoted to the new character , Rider .####[['few pages', 'positive']]
"	"Nice product - comfortable , lightweight , soft inside and steady on the floor while you do the dancing .####[['product', 'positive'], ['inside', 'positive']]
"	"Domain Relevance: 0

Reason: The first sentence talks about a story and a character, indicating a fictional or literary domain. The second sentence talks about a product and dancing, indicating a completely different domain. Therefore, the two sentences do not likely belong to the same domain.

Sentiment Similarity: 0

Reason: The first sentence expresses a positive sentiment towards the ""few pages"" aspect, while the second sentence expresses positive sentiments towards both the ""product"" and ""inside"" aspects. The sentiment quantities and combinations are not equivalent.

Syntactic Similarity: 0

Reason: The grammatical structures of the two sentences are significantly different. The first sentence uses phrases like ""the most interesting part of the whole story though"" and ""few pages worth devoted to the new character"", while the second sentence uses phrases like ""Nice product"", ""comfortable, lightweight, soft inside"", and ""steady on the floor while you do the dancing"".

Lexical Similarity: 0

Reason: The two sentences employ different words and phrases. The first sentence uses words like ""interesting"", ""part"", ""story"", ""few pages"", and ""Rider"". The second sentence uses words like ""Nice"", ""product"", ""comfortable"", ""lightweight"", ""soft inside"", and ""steady on the floor while you do the dancing"". There is no overlap in the lexical choices between the two sentences."
"I believe the most interesting part of the whole story though , were the few pages worth devoted to the new character , Rider .####[['few pages', 'positive']]
"	"A lot of work for a worthless degree is not my idea of value .####[['degree', 'negative']]
"	"Domain Relevance: 0. Sentence 1 is related to a book or literature, while Sentence 2 appears to be related to education or career, and they do not seem to belong to the same domain.

Sentiment Similarity: 0. The sentiment scores are different. Sentence 1 has a positive sentiment for the aspect ""few pages"", while Sentence 2 has a negative sentiment for the aspect ""degree"". Moreover, the quantity and combination of the sentiments are different.

Syntactic Similarity: 0. The grammatical structures of the two sentences are different.

Lexical Similarity: 0. The two sentences use different words, phrases, and constructions."
"I believe the most interesting part of the whole story though , were the few pages worth devoted to the new character , Rider .####[['few pages', 'positive']]
"	"Our son loves pizza and we have a certified Neapolitan pizzaria in our home city ( Seattle ) , we liked this nearly as much - and the differences were more about personal preference than any reflection on either restaurant .####[['pizza', 'positive']]
"	"Domain Relevance: 0  
The two sentences discuss different topics. Sentence 1 talks about a story and a character, while Sentence 2 talks about pizza and a restaurant. Therefore, they are not likely to belong to the same domain.

Sentiment Similarity: 0  
Both sentences express a positive sentiment. However, Sentence 1 only mentions positive sentiment towards ""few pages"", while Sentence 2 expresses positive sentiment towards pizza. The sentiment quantities and combinations are not roughly equivalent.

Syntactic Similarity: 0  
The two sentences have different grammatical structures. Sentence 1 is a complex sentence, while Sentence 2 is a compound sentence.

Lexical Similarity: 0  
The sentences do not employ similar words or phrases. Sentence 1 contains words like ""interesting"", ""whole story"", ""few pages"", and ""new character"", while Sentence 2 includes words like ""son"", ""pizza"", ""certified Neapolitan pizzaria"", ""home city"", ""Seattle"", and ""restaurant"". The lexical choices are different."
"I believe the most interesting part of the whole story though , were the few pages worth devoted to the new character , Rider .####[['few pages', 'positive']]
"	"Great color too .####[['color', 'positive']]
"	"Domain Relevance: 0
Reason: The two sentences do not seem to belong to the same domain. The first sentence is likely related to a story or a book, while the second sentence seems to be about a product (with the mention of ""color"").

Sentiment Similarity: 0
Reason: The two sentences express different sentiments, both positive. The first sentence has a positive sentiment towards the ""few pages"" devoted to a new character, while the second sentence has a positive sentiment towards the ""color"".

Syntactic Similarity: 0
Reason: The grammatical structures of the two sentences are different. The first sentence is a complex sentence with a dependent clause and an independent clause, while the second sentence is a simple sentence.

Lexical Similarity: 0
Reason: The two sentences do not employ similar words or phrases. The only word that is repeated is ""the"", but it is a common article that does not add to the similarity of the sentences."
"I believe the most interesting part of the whole story though , were the few pages worth devoted to the new character , Rider .####[['few pages', 'positive']]
"	"Gloria made us feel totally welcome !####[['Gloria', 'positive']]
"	"Domain Relevance: 0

The two sentences seem to belong to different domains. The first sentence is most likely from a book or story review domain, while the second sentence is likely from a hospitality or socializing domain.

Sentiment Similarity: 1

Both sentences express positive sentiment. The first sentence's aspect of ""few pages"" is positive, and the second sentence is expressing positive sentiment towards Gloria.

Syntactic Similarity: 0

The grammatical structures of both sentences are not similar. The first sentence is longer with multiple clauses, while the second sentence is simple and shorter.

Lexical Similarity: 0

The two sentences do not employ similar words, phrases, or constructions. The first sentence contains words related to storytelling such as ""interesting"" and ""story"", while the second sentence contains hospitality-related words such as ""welcome""."
"it is a great phone , if you are traveling all over the world , packed with wonderful features .####[['phone', 'positive'], ['features', 'positive']]
"	"I have been a member of e-groups for a long time and although I have been a member of other such sites I much prefer this one .####[['e-groups', 'positive']]
"	"Domain Relevance: 0 (The two sentences belong to different domains. Sentence 1 belongs to the technology domain, while Sentence 2 belongs to the online community domain.)
Reason: Sentence 1 is about a phone that is good for travel with great features, while Sentence 2 is about someone's preference for an online community site.

Sentiment Similarity: 0
Reason: The sentiments expressed in the two sentences are different. Sentence 1 is positive about the phone and its features, while Sentence 2 is positive about a specific online community site.

Syntactic Similarity: 0
Reason: The grammatical structures of the two sentences are different. Sentence 1 is a simple sentence with a dependent clause. Sentence 2 is a compound sentence with a complex clause.

Lexical Similarity: 0
Reason: The vocabulary used in the two sentences is different. The only common word between the two sentences is ""features"". The other words are specific to the domain of each sentence."
"it is a great phone , if you are traveling all over the world , packed with wonderful features .####[['phone', 'positive'], ['features', 'positive']]
"	"crazy , silly people , anyone making the iphone to droid switch ?####['iphone', 'neutral']
"	"Domain Relevance: 0
The sentences do not likely belong to the same domain. Sentence 1 is about a phone and its features, while Sentence 2 is about people and their choice to switch between iPhone and Droid.

Sentiment Similarity: 0
The sentences express different sentiments. Sentence 1 is mainly positive, talking about a great phone and wonderful features. Sentence 2 seems to be neutral, just mentioning the switch from iPhone to Droid without expressing any sentiment.

Syntactic Similarity: 0
The grammatical structures of the two sentences are different. Sentence 1 is a complex sentence with a conditional clause (""if you are traveling all over the world"") and an apposition (""packed with wonderful features""). Sentence 2 is a simple sentence with a question structure.

Lexical Similarity: 0
The sentences employ different words and phrases. Sentence 1 uses words like ""great phone"" and ""wonderful features"" to express positive sentiment, while Sentence 2 uses words like ""crazy,"" ""silly,"" and ""switch"" to express a question or disbelief."
"it is a great phone , if you are traveling all over the world , packed with wonderful features .####[['phone', 'positive'], ['features', 'positive']]
"	"The processor a AMD Semprom at 2.1 ghz is a bummer it does not have the power for HD or heavy computing .####[['processor', 'negative'], ['computing', 'negative']]
"	"Domain Relevance: 0
- The first sentence is related to a phone and its features, suggesting a domain of technology or mobile devices. The second sentence is about a processor and its performance, which also belongs to the technology domain. Although they both belong to the same broader domain, they have different specific focuses, making them less relevant.

Sentiment Similarity: 0
- The first sentence expresses a positive sentiment towards the phone and its features. The second sentence, on the other hand, expresses a negative sentiment towards the processor's performance. The sentiments are contrasting, indicating a dissimilarity.

Syntactic Similarity: 0
- The grammatical structures of the two sentences are different. The first sentence is a compound sentence with a positive conditional clause and a positive main clause. The second sentence is a simple sentence with a negative clause. The structures are dissimilar.

Lexical Similarity: 0
- The words used in the two sentences are different. The first sentence mentions ""phone"" and ""features"" in a positive context, while the second sentence mentions ""processor"" and ""computing"" in a negative context. The lexical choices are dissimilar."
"it is a great phone , if you are traveling all over the world , packed with wonderful features .####[['phone', 'positive'], ['features', 'positive']]
"	"She will not be able to use them .####[['them', 'negative']]
"	"Domain Relevance: 0
- Sentence 1 is about a phone and its features, while sentence 2 is about someone not being able to use ""them"" (presumably referring to something mentioned previously). The two sentences do not appear to belong to the same domain.

Sentiment Similarity: 0
- Sentence 1 expresses positive sentiments towards the ""phone"" and its ""features,"" while sentence 2 expresses a negative sentiment towards not being able to use ""them."" The sentiments are different, and their quantities and combination are not roughly equivalent.

Syntactic Similarity: 0
- Sentence 1 is a complete sentence with subject (""it"") and predicates (""is,"" ""packed""), while sentence 2 lacks a clear subject and does not form a complete sentence. The grammatical structures of the two sentences are not similar.

Lexical Similarity: 0
- Sentence 1 uses words like ""great,"" ""phone,"" ""traveling,"" ""world,"" ""packed,"" and ""wonderful,"" while sentence 2 uses ""not,"" ""able,"" ""use,"" and ""them."" The words used in the two sentences are different and do not overlap.

Therefore, the analysis is as follows:
- Domain Relevance: 0
- Sentiment Similarity: 0
- Syntactic Similarity: 0
- Lexical Similarity: 0"
"it is a great phone , if you are traveling all over the world , packed with wonderful features .####[['phone', 'positive'], ['features', 'positive']]
"	"I love the heel and the back of the foot , that squar-ish part .####[['back of the foot', 'positive'], ['squar-ish part', 'positive'], ['heel', 'positive']]
"	"Domain Relevance: 0
The two sentences do not appear to belong to the same domain. Sentence 1 is about a phone and its features, while Sentence 2 is about the heel, back of the foot, and a squar-ish part. These are unrelated domains.

Sentiment Similarity: 1
Both sentences express positive sentiments. Sentence 1 mentions a ""great"" phone and ""wonderful"" features, while Sentence 2 mentions ""love"" for the heel, back of the foot, and squar-ish part. The quantities and combination of positive sentiments are roughly equivalent.

Syntactic Similarity: 1
Both sentences have the same basic structure of expressing positive sentiments about specific aspects. They follow a similar pattern of describing specific parts or features and expressing positive opinions about them.

Lexical Similarity: 0
The sentences do not employ similar words or phrases. Sentence 1 uses words like ""phone"" and ""features"" whereas Sentence 2 uses words like ""heel"", ""back of the foot"", and ""squar-ish part"". The lexical choices are different."
"it is a great phone , if you are traveling all over the world , packed with wonderful features .####[['phone', 'positive'], ['features', 'positive']]
"	"very bad quality .####[['quality', 'negative']]
"	"Domain Relevance: 0 
Reason: Sentence 1 talks about a great phone with wonderful features, while Sentence 2 mentions bad quality. These two sentences belong to different domains - one focuses on the positive aspects of a phone, while the other highlights a negative aspect of quality.

Sentiment Similarity: 0 
Reason: Sentence 1 expresses positive sentiments towards the phone and its features, while Sentence 2 expresses a negative sentiment towards quality. The sentiments are opposite, indicating a dissimilarity.

Syntactic Similarity: 0 
Reason: The grammatical structures of the two sentences are different. Sentence 1 uses a complex structure with multiple clauses, while Sentence 2 is a simple statement. The syntactic structures are dissimilar.

Lexical Similarity: 0 
Reason: The words used in the two sentences are quite different. Sentence 1 uses words like ""great,"" ""phone,"" ""traveling,"" and ""wonderful features,"" while Sentence 2 uses ""bad"" and ""quality."" The lexical choices are dissimilar."
"it is a great phone , if you are traveling all over the world , packed with wonderful features .####[['phone', 'positive'], ['features', 'positive']]
"	"How could you not love the characters and the building mystery of these books ?####[['characters', 'positive'], ['building mystery', 'positive']]
"	"- Domain Relevance: 0
- Sentiment Similarity: 0
- Syntactic Similarity: 0
- Lexical Similarity: 0

Reasoning:
- Domain Relevance: Sentence 1 talks about a phone and its features, while sentence 2 talks about books and characters. These are different domains, so the relevance is 0.
- Sentiment Similarity: Sentence 1 expresses a positive sentiment towards the phone and its features, while sentence 2 also expresses a positive sentiment towards the characters and the building mystery of the books. Since both sentences have a positive sentiment, the similarity is 1.
- Syntactic Similarity: The grammatical structures of the two sentences are different. Sentence 1 has a straightforward structure with a description followed by the aspects and sentiment, while sentence 2 has a question followed by the aspects and sentiment. Thus, the similarity is 0.
- Lexical Similarity: The words and phrases used in the two sentences are different. Sentence 1 uses words like ""phone,"" ""traveling,"" ""world,"" and ""features,"" while sentence 2 uses words like ""love,"" ""characters,"" and ""building mystery."" Therefore, the similarity is 0."
"it is a great phone , if you are traveling all over the world , packed with wonderful features .####[['phone', 'positive'], ['features', 'positive']]
"	"I could not find anything like these in my local stores , and although I was afraid to try these , I am extremely glad I did , they are perfect !####[['they', 'positive']]
"	"Domain Relevance: 0
Both sentences are related to different domains. Sentence 1 is about a phone and its features, whereas Sentence 2 is about finding something in local stores.

Sentiment Similarity: 0
The sentiments expressed in the two sentences are different. Sentence 1 expresses positive sentiments about the phone and its features, while Sentence 2 expresses positive sentiments about finding something and being glad about it.

Syntactic Similarity: 0
The grammatical structures of the two sentences are different. Sentence 1 is a simple sentence with a positive sentiment, while Sentence 2 is a complex sentence with multiple clauses expressing positive sentiments.

Lexical Similarity: 0
The lexical choices used in the two sentences are different. Sentence 1 uses words like ""great"", ""phone"", and ""wonderful features"", while Sentence 2 uses words like ""not find"", ""local stores"", ""afraid"", and ""extremely glad""."
"it is a great phone , if you are traveling all over the world , packed with wonderful features .####[['phone', 'positive'], ['features', 'positive']]
"	"AND the best part is that it even comes with a free printer ( when they have a certain promotion/offer going , of course ) !####[['printer', 'positive']]
"	"Domain Relevance: 1
Sentiment Similarity: 0
Syntactic Similarity: 0
Lexical Similarity: 0"
"it is a great phone , if you are traveling all over the world , packed with wonderful features .####[['phone', 'positive'], ['features', 'positive']]
"	"My experience at UOP has been quite rewarding both on a personal and professional level .####[['experience', 'positive'], ['UOP', 'positive']]
"	"Domain Relevance: 0
Domain Relevance refers to whether both sentences likely belong to the same domain. In this case, Sentence 1 is about a phone and Sentence 2 is about an experience at UOP (likely a university or educational institution). Therefore, the two sentences do not likely belong to the same domain.

Sentiment Similarity: 0
Sentiment Similarity refers to whether the sentences express similar sentiments. Sentence 1 expresses a positive sentiment towards the phone and its features, while Sentence 2 also expresses a positive sentiment towards the experience at UOP. Although both sentences have a positive sentiment, they are not expressing the same sentiment as they refer to different entities.

Syntactic Similarity: 0
Syntactic Similarity refers to whether the grammatical structures of the two sentences are similar. Sentence 1 is a simple sentence with a subject (""it"") and two dependent adjectival phrases (""great phone"" and ""all over the world"") followed by a dependent clause (""packed with wonderful features""). Sentence 2 is a compound sentence with a subject (""My experience at UOP"") followed by a dependent adjectival phrase (""quite rewarding"") and a coordinating conjunction (""both"") introducing another adjectival phrase (""on a personal and professional level""). Therefore, the syntactic structures of the two sentences are different.

Lexical Similarity: 0
Lexical Similarity refers to whether the sentences employ similar words, phrases, or constructions. Sentence 1 uses words related to a phone and its features, while Sentence 2 uses words related to an experience at UOP. The lexical choices and constructions used in the two sentences are different.

Therefore, the analysis is as follows:
- Domain Relevance: 0
- Sentiment Similarity: 0
- Syntactic Similarity: 0
- Lexical Similarity: 0"
